971.500,3332.615,97.349,0.075,156,"332,334,335,335,336,337,338,338,339,339,340,341,341,343,344,347,348,348,350,350,351,351,354,355,356,357,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,374,375,375,376,377,378,379,380,380,380,381,381,382,383,384,385,385,386,387,388,388,389,390,391,392,393,394,395,396,397,398,398,399,400,401,402,403,403,404,405,406,407,408,409,409,410,410,411,411,412,412,412,413,414,415,415,416,417,418,419,420,420,420,421,422,423,423,424,425,426,426,427,428,429,430,432,432,433,434,435,436,437,438,439,440,440,441,442,442,443,443,443,446,447,447,448,449,450,450,451,452,453,454,455,456,457,458,459,460,461,462,463"
7023.600,8.102,2.616,0.547,5,"332,341,341,371,440"
7927.600,8.045,2.091,0.449,5,"332,376,389,435,462"
693.647,36.119,4.079,0.257,17,"335,337,339,343,344,347,348,351,374,376,377,379,433,439,449,454,454"
1158.933,99.070,21.401,0.323,15,"339,344,383,385,386,387,389,390,390,392,399,433,434,436,439"
662.833,56.303,22.833,0.531,12,"371,380,380,382,383,389,418,419,422,424,441,441"
612.571,10.446,1.868,0.450,7,"363,366,373,402,451,451,454"
15315.714,21.355,4.767,0.522,7,"332,392,450,457,457,458,458"
4739.600,12.382,7.614,0.799,5,"376,387,387,392,425"
7425.391,68.942,21.716,0.481,23,"332,332,332,338,341,341,377,379,381,395,399,399,399,410,410,410,422,427,434,438,447,453,458"
318.917,64.685,17.018,0.304,24,"332,336,338,347,366,374,381,403,407,409,412,420,425,432,433,434,447,447,449,452,453,453,457,462"
8966.308,34.797,6.616,0.473,13,"348,348,360,365,382,382,382,414,425,425,429,450,451"
1107.000,36.296,9.878,0.611,6,"334,348,405,424,424,424"
8774.250,12.077,2.746,0.467,8,"340,344,344,403,429,457,458,458"
732.000,185.125,22.079,0.529,48,"382,382,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,405,438,439"
366.182,83.255,39.145,0.702,11,"382,382,382,382,382,382,382,382,382,382,393"
9659.857,10.482,3.118,0.364,14,"332,337,338,339,339,341,419,420,420,427,432,451,453,454"
738.000,9.187,2.156,0.427,6,"360,392,398,401,403,404"
8084.500,21.329,8.640,0.499,8,"332,343,351,380,380,399,432,458"
991.778,231.102,60.274,0.322,54,"339,340,341,341,343,353,354,356,357,358,360,361,361,362,362,363,365,368,369,375,375,376,377,377,377,383,404,406,406,408,412,413,414,415,415,421,433,434,438,440,441,442,449,450,451,453,454,455,457,459,461,462,463,463"
3524.000,20.895,7.393,0.631,5,"404,458,460,460,460"
1120.222,50.055,38.314,0.742,9,"334,337,340,370,393,426,433,450,451"
567.333,10.089,2.530,0.625,6,"379,394,397,454,454,454"
2125.667,14.667,4.178,0.498,6,"377,434,449,449,458,458"
3926.333,11.527,5.162,0.557,6,"384,392,433,451,451,462"
8213.429,13.442,3.986,0.470,7,"343,350,404,404,409,418,462"
8664.750,16.537,8.511,0.531,8,"338,343,347,367,392,410,433,457"
856.235,43.568,2.754,0.948,17,"382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,393"
7453.250,8.138,1.911,0.389,8,"336,376,377,394,434,440,450,462"
1843.200,52.596,12.759,0.578,15,"363,382,393,393,393,404,404,404,404,404,404,404,404,404,404"
166.000,173.728,30.164,0.272,18,"332,334,335,336,337,338,339,339,340,343,344,347,348,350,351,392,420,450"
56509.600,5.824,2.528,0.654,5,"357,361,361,368,368"
960.800,98.334,18.815,0.296,55,"334,339,340,343,347,353,367,369,372,373,374,375,375,375,376,376,379,380,381,382,384,386,387,388,391,394,394,396,396,396,397,397,401,402,403,409,416,433,435,438,440,442,443,447,447,448,448,450,450,452,459,460,461,462,462"
288.162,97.107,8.009,0.184,37,"338,340,341,343,344,347,348,355,374,375,377,378,383,386,388,393,397,398,399,402,403,404,408,409,411,419,420,420,425,429,436,450,451,452,456,457,458"
989.048,497.578,20.293,0.542,84,"372,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,427,447"
823.000,20.225,2.585,0.291,12,"338,348,364,382,390,392,394,406,408,424,439,457"
927.215,5227.967,218.305,0.080,158,"332,334,335,335,335,336,336,337,338,339,339,340,341,343,343,344,347,347,348,348,350,350,351,351,354,355,356,357,358,360,361,362,363,364,365,366,367,368,369,370,371,371,373,374,375,375,375,375,376,377,377,378,379,380,381,381,382,383,384,385,385,386,387,388,389,390,390,391,392,393,394,395,396,397,397,398,399,399,400,401,402,403,404,405,406,406,407,408,409,409,410,410,411,412,412,413,414,415,416,416,416,416,417,418,419,420,421,422,423,423,423,423,424,425,426,426,427,427,428,429,430,432,433,433,434,435,436,437,437,438,439,440,441,442,442,443,443,443,443,447,448,448,449,450,450,451,452,453,454,455,455,456,457,458,459,461,462,463"
338.400,28.104,16.964,0.703,5,"336,390,404,420,452"
2853.667,17.712,5.723,0.492,6,"343,367,373,377,405,427"
846.286,10.429,3.142,0.417,7,"360,381,386,389,441,457,461"
1816.333,7.742,2.029,0.582,6,"418,420,428,428,458,458"
910.750,23.356,6.347,0.546,8,"365,366,373,373,408,437,437,457"
2902.400,17.047,5.687,0.599,5,"355,355,420,420,458"
6502.400,8.998,2.478,0.637,5,"347,394,400,418,418"
651.600,8.115,2.284,0.450,5,"336,402,404,420,462"
1027.368,204.290,23.354,0.478,57,"332,332,344,382,382,382,382,387,393,393,393,393,393,393,393,393,394,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405"
8127.143,7.367,1.879,0.410,7,"332,335,379,398,408,434,458"
653.600,30.754,7.170,0.366,10,"360,370,372,405,410,413,415,415,428,462"
1035.379,44.421,12.979,0.335,29,"334,335,338,339,347,351,354,365,366,367,372,374,375,380,383,383,387,388,388,390,391,397,398,406,415,427,450,458,463"
495.250,129.737,21.256,0.281,16,"332,334,335,336,337,338,339,340,341,343,344,347,350,351,420,450"
84.400,6.444,4.568,0.715,5,"350,381,419,435,450"
7866.500,20.326,11.118,0.538,8,"332,338,339,341,385,390,418,457"
2494.000,69.367,22.135,0.538,9,"335,405,409,409,420,420,420,426,428"
7651.333,5.605,1.852,0.493,6,"344,419,420,420,439,447"
1252.400,67.765,20.544,0.399,10,"344,360,379,386,389,390,392,426,433,454"
860.000,24.304,4.405,0.332,11,"372,373,377,382,383,409,414,429,430,448,455"
1232.733,266.391,13.877,0.133,60,"336,338,339,339,344,354,356,357,358,360,361,363,364,364,368,371,376,380,383,384,386,387,388,389,390,391,393,397,397,398,399,400,401,403,406,407,409,410,412,414,418,419,421,422,423,424,428,432,435,437,439,440,441,442,442,447,455,461,463,463"
671.818,19.811,3.775,0.310,11,"356,365,377,405,407,408,409,410,411,415,447"
5761.143,16.350,4.084,0.488,7,"340,369,399,410,425,439,439"
873.200,53.634,33.422,0.720,5,"332,372,420,420,420"
4649.000,13.030,3.075,0.403,6,"343,372,394,403,415,456"
973.714,7.207,1.517,0.406,7,"337,341,350,379,388,391,392"
9532.000,32.007,16.141,0.637,8,"340,368,392,392,442,449,449,463"
4857.333,15.419,5.175,0.486,6,"332,340,394,405,420,420"
8572.400,6.390,1.652,0.550,5,"341,348,417,434,434"
1859.200,54.439,21.022,0.548,5,"343,382,404,405,454"
729.846,23.688,3.372,0.337,13,"343,343,379,383,395,396,397,401,404,425,447,447,463"
1355.714,66.111,11.007,0.379,21,"332,334,335,337,338,339,340,341,344,347,348,350,350,368,382,395,397,421,425,450,450"
1873.556,29.240,3.554,0.772,9,"382,382,382,382,382,382,395,432,432"
1847.714,137.635,51.099,0.497,7,"348,382,393,404,405,450,450"
4257.200,9.612,5.033,0.596,5,"369,387,427,450,450"
919.455,18.423,3.402,0.332,11,"370,379,384,394,404,419,420,420,425,447,462"
339.600,8.019,1.977,0.535,5,"332,334,429,455,455"
704.200,16.480,2.743,0.322,10,"339,350,375,377,382,385,414,415,423,433"
1165.111,36.761,7.457,0.369,9,"337,343,344,374,406,407,419,453,454"
8716.000,15.960,8.192,0.867,5,"364,421,421,421,424"
328.000,9.183,3.720,0.536,5,"363,368,377,385,398"
634.000,34.228,2.398,0.240,25,"334,336,356,357,358,360,364,365,371,372,393,409,413,418,422,425,428,437,437,449,455,455,458,462,462"
8738.800,6.371,1.644,0.520,5,"390,396,401,462,462"
7719.143,11.897,2.543,0.446,7,"338,420,420,450,462,463,463"
968.857,33.166,18.674,0.573,14,"343,347,348,350,351,360,368,376,401,421,436,438,440,450"
926.298,5659.973,185.306,0.089,168,"332,332,334,335,336,337,338,339,340,340,340,341,343,343,343,344,347,348,350,351,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,372,372,373,373,373,374,374,375,375,375,375,376,377,377,377,378,379,379,380,380,380,381,382,383,383,384,385,386,387,387,387,387,388,389,390,391,392,393,394,394,395,396,397,398,399,400,401,401,402,403,404,404,405,406,407,408,409,410,410,411,412,413,413,414,415,415,416,417,417,418,419,420,420,421,422,423,423,423,424,425,426,426,427,428,429,430,430,432,433,433,434,435,436,437,439,440,441,442,442,442,442,442,443,446,447,448,449,449,450,450,451,451,452,453,453,454,455,455,456,457,458,459,460,460,461,461,462,463,463"
612.000,11.102,2.723,0.393,7,"335,374,386,392,408,436,462"
797.444,25.768,2.236,0.268,18,"332,335,338,362,364,375,383,396,399,401,402,406,409,412,414,427,458,458"
8374.857,9.690,2.611,0.485,7,"338,377,413,422,429,455,455"
341.143,250.355,82.070,0.472,7,"358,382,382,393,404,405,420"
3865.900,59.862,3.778,0.218,40,"347,350,371,374,378,378,378,378,379,385,385,388,388,391,392,392,392,394,394,395,396,397,399,399,399,400,401,402,408,408,408,409,411,412,413,414,419,440,458,458"
1065.900,120.862,65.822,0.616,20,"332,332,337,338,339,340,341,344,347,348,350,351,374,376,377,406,407,412,420,450"
465.613,140.154,38.204,0.593,31,"335,382,382,382,382,382,393,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404"
7085.200,8.251,2.743,0.500,5,"377,407,413,415,462"
882.917,7703.939,407.273,0.081,168,"332,332,334,334,335,335,336,337,338,339,340,341,343,344,347,348,350,351,353,354,355,356,357,358,359,360,361,362,363,364,364,365,366,367,368,369,370,371,372,372,373,373,374,374,375,375,376,376,377,377,378,378,379,380,380,380,380,381,382,383,383,384,384,385,386,386,387,387,387,388,389,389,389,390,390,391,392,392,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,406,406,407,407,408,409,410,411,412,413,413,414,415,415,415,415,416,417,418,419,420,420,421,422,424,425,426,427,428,429,430,432,433,433,434,435,436,437,437,439,439,440,440,441,442,443,446,446,447,447,448,448,448,449,449,449,450,450,451,452,453,454,455,455,456,457,458,459,460,460,461,461,462,463,463"
1133.789,130.071,15.858,0.235,19,"337,339,343,344,374,376,386,402,406,407,408,409,411,412,413,414,415,429,447"
6428.558,84.256,11.555,0.217,43,"332,339,340,341,347,374,377,378,378,381,381,383,383,384,385,386,388,389,389,389,390,390,391,392,394,395,400,412,420,420,421,422,425,434,440,440,441,447,451,454,456,458,462"
7055.750,19.839,11.348,0.582,8,"338,343,385,407,407,421,423,432"
1662.667,18.404,13.614,0.783,6,"357,357,368,406,411,421"
889.667,14.449,7.259,0.575,6,"335,387,392,402,436,439"
451.750,118.219,51.822,0.696,16,"393,404,404,404,404,404,404,404,404,404,404,404,404,404,404,432"
1307.750,114.172,22.584,0.325,16,"344,385,386,387,388,388,392,418,423,427,433,434,436,440,453,454"
751.412,37.273,5.496,0.274,17,"351,379,381,385,387,388,394,398,418,424,434,435,436,436,439,449,458"
8064.286,9.778,2.572,0.474,7,"365,438,438,449,450,456,462"
6430.800,7.565,2.720,0.472,5,"343,374,381,386,396"
830.118,70.899,47.752,0.714,17,"340,347,350,351,360,364,365,376,378,379,381,442,442,447,449,450,461"
609.600,8.012,2.370,0.482,5,"382,386,387,403,457"
6882.286,28.196,17.343,0.750,7,"376,386,411,411,411,457,463"
692.714,25.149,4.938,0.299,14,"343,348,362,371,374,378,379,405,421,425,432,449,454,458"
1134.571,52.082,10.799,0.341,14,"335,337,339,339,340,344,374,406,407,408,414,415,415,429"
180.000,10.875,4.227,0.466,6,"343,344,351,433,436,439"
806.000,11.263,2.809,0.420,6,"343,373,385,401,417,418"
9034.000,5.409,1.686,0.532,5,"360,375,421,432,432"
798.800,7.437,1.874,0.446,5,"356,391,409,419,453"
6087.600,8.857,3.477,0.496,5,"332,389,411,413,423"
800.455,39.142,3.118,0.283,22,"369,397,400,401,402,404,408,412,412,420,420,420,420,421,424,424,424,426,442,447,457,462"
1233.786,198.381,13.522,0.165,56,"341,347,350,354,355,360,364,365,366,369,370,371,372,375,376,377,379,387,388,391,392,396,397,398,402,406,407,408,409,410,411,412,413,418,426,427,428,432,440,442,449,449,449,450,450,451,455,455,459,459,460,461,461,461,462,463"
9563.429,20.878,6.342,0.446,7,"332,338,343,400,433,433,434"
